question,subject,choices
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[barratrous,, hemophilia,, uneffeminated,, antiportable]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[barratrous,, hemophilia,, antiportable,, uneffeminated]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[barratrous,, uneffeminated,, hemophilia,, antiportable]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[barratrous,, uneffeminated,, antiportable,, hemophilia]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[barratrous,, antiportable,, hemophilia,, uneffeminated]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[barratrous,, antiportable,, uneffeminated,, hemophilia]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[uneffeminated,, hemophilia,, barratrous,, antiportable]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[uneffeminated,, hemophilia,, antiportable,, barratrous]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[uneffeminated,, barratrous,, hemophilia,, antiportable]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[uneffeminated,, barratrous,, antiportable,, hemophilia]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[uneffeminated,, antiportable,, hemophilia,, barratrous]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[uneffeminated,, antiportable,, barratrous,, hemophilia]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[antiportable,, hemophilia,, barratrous,, uneffeminated]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[antiportable,, hemophilia,, uneffeminated,, barratrous]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[antiportable,, barratrous,, hemophilia,, uneffeminated]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[antiportable,, barratrous,, uneffeminated,, hemophilia]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[antiportable,, uneffeminated,, hemophilia,, barratrous]"
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[antiportable,, uneffeminated,, barratrous,, hemophilia]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[cudgerie,, shasliks,, isocorybulbin,, arborization]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[cudgerie,, shasliks,, arborization,, isocorybulbin]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[cudgerie,, isocorybulbin,, shasliks,, arborization]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[cudgerie,, isocorybulbin,, arborization,, shasliks]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[cudgerie,, arborization,, shasliks,, isocorybulbin]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[cudgerie,, arborization,, isocorybulbin,, shasliks]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[shasliks,, cudgerie,, isocorybulbin,, arborization]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[shasliks,, cudgerie,, arborization,, isocorybulbin]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[shasliks,, isocorybulbin,, cudgerie,, arborization]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[shasliks,, isocorybulbin,, arborization,, cudgerie]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[shasliks,, arborization,, cudgerie,, isocorybulbin]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[shasliks,, arborization,, isocorybulbin,, cudgerie]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[isocorybulbin,, cudgerie,, shasliks,, arborization]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[isocorybulbin,, cudgerie,, arborization,, shasliks]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[isocorybulbin,, shasliks,, cudgerie,, arborization]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[isocorybulbin,, shasliks,, arborization,, cudgerie]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[isocorybulbin,, arborization,, cudgerie,, shasliks]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[isocorybulbin,, arborization,, shasliks,, cudgerie]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[arborization,, cudgerie,, shasliks,, isocorybulbin]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[arborization,, cudgerie,, isocorybulbin,, shasliks]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[arborization,, shasliks,, cudgerie,, isocorybulbin]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[arborization,, shasliks,, isocorybulbin,, cudgerie]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[arborization,, isocorybulbin,, cudgerie,, shasliks]"
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[arborization,, isocorybulbin,, shasliks,, cudgerie]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, overappreciative,, quinquagenary,, guajiras]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, overappreciative,, guajiras,, quinquagenary]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, quinquagenary,, overappreciative,, guajiras]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, quinquagenary,, guajiras,, overappreciative]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, guajiras,, overappreciative,, quinquagenary]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, guajiras,, quinquagenary,, overappreciative]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, pseudotracheal,, quinquagenary,, guajiras]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, pseudotracheal,, guajiras,, quinquagenary]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, quinquagenary,, pseudotracheal,, guajiras]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, quinquagenary,, guajiras,, pseudotracheal]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, guajiras,, pseudotracheal,, quinquagenary]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, guajiras,, quinquagenary,, pseudotracheal]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, pseudotracheal,, overappreciative,, guajiras]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, pseudotracheal,, guajiras,, overappreciative]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, overappreciative,, pseudotracheal,, guajiras]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, overappreciative,, guajiras,, pseudotracheal]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, guajiras,, pseudotracheal,, overappreciative]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, guajiras,, overappreciative,, pseudotracheal]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, pseudotracheal,, overappreciative,, quinquagenary]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, pseudotracheal,, quinquagenary,, overappreciative]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, overappreciative,, pseudotracheal,, quinquagenary]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, overappreciative,, quinquagenary,, pseudotracheal]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, quinquagenary,, pseudotracheal,, overappreciative]"
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, quinquagenary,, overappreciative,, pseudotracheal]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, semisentimental,, nongerundial,, occipitoaxial]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, semisentimental,, occipitoaxial,, nongerundial]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, nongerundial,, semisentimental,, occipitoaxial]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, nongerundial,, occipitoaxial,, semisentimental]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, occipitoaxial,, semisentimental,, nongerundial]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, occipitoaxial,, nongerundial,, semisentimental]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, redressal,, nongerundial,, occipitoaxial]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, redressal,, occipitoaxial,, nongerundial]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, nongerundial,, redressal,, occipitoaxial]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, nongerundial,, occipitoaxial,, redressal]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, occipitoaxial,, redressal,, nongerundial]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, occipitoaxial,, nongerundial,, redressal]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, redressal,, semisentimental,, occipitoaxial]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, redressal,, occipitoaxial,, semisentimental]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, semisentimental,, redressal,, occipitoaxial]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, semisentimental,, occipitoaxial,, redressal]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, occipitoaxial,, redressal,, semisentimental]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, occipitoaxial,, semisentimental,, redressal]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, redressal,, semisentimental,, nongerundial]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, redressal,, nongerundial,, semisentimental]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, semisentimental,, redressal,, nongerundial]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, semisentimental,, nongerundial,, redressal]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, nongerundial,, redressal,, semisentimental]"
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, nongerundial,, semisentimental,, redressal]"
