question,subject,choices,answer
The set of all real numbers under the usual multiplication operation is not a group since,abstract_algebra,"[trichologist,, rattlejack,, exalted,, motorboating]",3
The set of all real numbers under the usual multiplication operation is not a group since,abstract_algebra,"[trichologist,, exalted,, motorboating,, rattlejack]",3
The set of all real numbers under the usual multiplication operation is not a group since,abstract_algebra,"[trichologist,, exalted,, rattlejack,, motorboating]",3
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[deactivates,, beroll,, nonmajorities,, elasticizing]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[deactivates,, beroll,, elasticizing,, nonmajorities]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[deactivates,, nonmajorities,, beroll,, elasticizing]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[deactivates,, nonmajorities,, elasticizing,, beroll]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[deactivates,, elasticizing,, beroll,, nonmajorities]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[deactivates,, elasticizing,, nonmajorities,, beroll]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[beroll,, deactivates,, nonmajorities,, elasticizing]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[beroll,, deactivates,, elasticizing,, nonmajorities]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[beroll,, nonmajorities,, deactivates,, elasticizing]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[beroll,, nonmajorities,, elasticizing,, deactivates]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[beroll,, elasticizing,, deactivates,, nonmajorities]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[beroll,, elasticizing,, nonmajorities,, deactivates]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[nonmajorities,, deactivates,, beroll,, elasticizing]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[nonmajorities,, deactivates,, elasticizing,, beroll]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[nonmajorities,, beroll,, deactivates,, elasticizing]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[nonmajorities,, beroll,, elasticizing,, deactivates]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[nonmajorities,, elasticizing,, deactivates,, beroll]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[nonmajorities,, elasticizing,, beroll,, deactivates]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[elasticizing,, deactivates,, beroll,, nonmajorities]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[elasticizing,, deactivates,, nonmajorities,, beroll]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[elasticizing,, beroll,, deactivates,, nonmajorities]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[elasticizing,, beroll,, nonmajorities,, deactivates]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[elasticizing,, nonmajorities,, deactivates,, beroll]",0
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,abstract_algebra,"[elasticizing,, nonmajorities,, beroll,, deactivates]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[unsanded,, giddyish,, olecranian,, weedless]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[unsanded,, giddyish,, weedless,, olecranian]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[unsanded,, olecranian,, giddyish,, weedless]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[unsanded,, olecranian,, weedless,, giddyish]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[unsanded,, weedless,, giddyish,, olecranian]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[unsanded,, weedless,, olecranian,, giddyish]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[giddyish,, unsanded,, olecranian,, weedless]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[giddyish,, unsanded,, weedless,, olecranian]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[giddyish,, olecranian,, unsanded,, weedless]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[giddyish,, olecranian,, weedless,, unsanded]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[giddyish,, weedless,, unsanded,, olecranian]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[giddyish,, weedless,, olecranian,, unsanded]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[olecranian,, unsanded,, giddyish,, weedless]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[olecranian,, unsanded,, weedless,, giddyish]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[olecranian,, giddyish,, unsanded,, weedless]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[olecranian,, giddyish,, weedless,, unsanded]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[olecranian,, weedless,, unsanded,, giddyish]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[olecranian,, weedless,, giddyish,, unsanded]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[weedless,, unsanded,, giddyish,, olecranian]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[weedless,, unsanded,, olecranian,, giddyish]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[weedless,, giddyish,, unsanded,, olecranian]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[weedless,, giddyish,, olecranian,, unsanded]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[weedless,, olecranian,, unsanded,, giddyish]",0
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",abstract_algebra,"[weedless,, olecranian,, giddyish,, unsanded]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[carbazole,, throughput,, langi,, aftermatter]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[carbazole,, throughput,, aftermatter,, langi]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[carbazole,, langi,, throughput,, aftermatter]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[carbazole,, langi,, aftermatter,, throughput]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[carbazole,, aftermatter,, throughput,, langi]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[carbazole,, aftermatter,, langi,, throughput]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[throughput,, carbazole,, langi,, aftermatter]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[throughput,, carbazole,, aftermatter,, langi]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[throughput,, langi,, carbazole,, aftermatter]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[throughput,, langi,, aftermatter,, carbazole]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[throughput,, aftermatter,, carbazole,, langi]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[throughput,, aftermatter,, langi,, carbazole]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[langi,, carbazole,, throughput,, aftermatter]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[langi,, carbazole,, aftermatter,, throughput]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[langi,, throughput,, carbazole,, aftermatter]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[langi,, throughput,, aftermatter,, carbazole]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[langi,, aftermatter,, carbazole,, throughput]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[langi,, aftermatter,, throughput,, carbazole]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[aftermatter,, carbazole,, throughput,, langi]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[aftermatter,, carbazole,, langi,, throughput]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[aftermatter,, throughput,, carbazole,, langi]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[aftermatter,, throughput,, langi,, carbazole]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[aftermatter,, langi,, carbazole,, throughput]",0
"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",abstract_algebra,"[aftermatter,, langi,, throughput,, carbazole]",0
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[diaminogene,, woundingly,, allied,, monticule]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[diaminogene,, woundingly,, monticule,, allied]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[diaminogene,, allied,, woundingly,, monticule]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[diaminogene,, allied,, monticule,, woundingly]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[diaminogene,, monticule,, woundingly,, allied]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[diaminogene,, monticule,, allied,, woundingly]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[woundingly,, diaminogene,, allied,, monticule]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[woundingly,, diaminogene,, monticule,, allied]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[woundingly,, allied,, diaminogene,, monticule]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[woundingly,, allied,, monticule,, diaminogene]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[woundingly,, monticule,, diaminogene,, allied]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[woundingly,, monticule,, allied,, diaminogene]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[allied,, diaminogene,, woundingly,, monticule]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[allied,, diaminogene,, monticule,, woundingly]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[allied,, woundingly,, diaminogene,, monticule]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[allied,, woundingly,, monticule,, diaminogene]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[allied,, monticule,, diaminogene,, woundingly]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[allied,, monticule,, woundingly,, diaminogene]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[monticule,, diaminogene,, woundingly,, allied]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[monticule,, diaminogene,, allied,, woundingly]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[monticule,, woundingly,, diaminogene,, allied]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[monticule,, woundingly,, allied,, diaminogene]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[monticule,, allied,, diaminogene,, woundingly]",3
"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",abstract_algebra,"[monticule,, allied,, woundingly,, diaminogene]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[reinvestigating,, karyochrome,, mazaedium,, papricas]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[reinvestigating,, karyochrome,, papricas,, mazaedium]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[reinvestigating,, mazaedium,, karyochrome,, papricas]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[reinvestigating,, mazaedium,, papricas,, karyochrome]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[reinvestigating,, papricas,, karyochrome,, mazaedium]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[reinvestigating,, papricas,, mazaedium,, karyochrome]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[karyochrome,, reinvestigating,, mazaedium,, papricas]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[karyochrome,, reinvestigating,, papricas,, mazaedium]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[karyochrome,, mazaedium,, reinvestigating,, papricas]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[karyochrome,, mazaedium,, papricas,, reinvestigating]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[karyochrome,, papricas,, reinvestigating,, mazaedium]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[karyochrome,, papricas,, mazaedium,, reinvestigating]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[mazaedium,, reinvestigating,, karyochrome,, papricas]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[mazaedium,, reinvestigating,, papricas,, karyochrome]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[mazaedium,, karyochrome,, reinvestigating,, papricas]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[mazaedium,, karyochrome,, papricas,, reinvestigating]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[mazaedium,, papricas,, reinvestigating,, karyochrome]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[mazaedium,, papricas,, karyochrome,, reinvestigating]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[papricas,, reinvestigating,, karyochrome,, mazaedium]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[papricas,, reinvestigating,, mazaedium,, karyochrome]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[papricas,, karyochrome,, reinvestigating,, mazaedium]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[papricas,, karyochrome,, mazaedium,, reinvestigating]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[papricas,, mazaedium,, reinvestigating,, karyochrome]",3
The set of all nth roots of unity under multiplication of complex numbers form a/an,abstract_algebra,"[papricas,, mazaedium,, karyochrome,, reinvestigating]",3
"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",abstract_algebra,"[kismet,, myatonic,, naphthalising,, unbeneficently]",1
"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",abstract_algebra,"[kismet,, myatonic,, unbeneficently,, naphthalising]",1
"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",abstract_algebra,"[kismet,, naphthalising,, myatonic,, unbeneficently]",1
"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",abstract_algebra,"[kismet,, naphthalising,, unbeneficently,, myatonic]",1
"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",abstract_algebra,"[kismet,, unbeneficently,, myatonic,, naphthalising]",1
"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",abstract_algebra,"[kismet,, unbeneficently,, naphthalising,, myatonic]",1
"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",abstract_algebra,"[myatonic,, kismet,, naphthalising,, unbeneficently]",1
"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",abstract_algebra,"[myatonic,, kismet,, unbeneficently,, naphthalising]",1
"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",abstract_algebra,"[myatonic,, naphthalising,, kismet,, unbeneficently]",1
"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",abstract_algebra,"[myatonic,, naphthalising,, unbeneficently,, kismet]",1
"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",abstract_algebra,"[myatonic,, unbeneficently,, kismet,, naphthalising]",1
"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",abstract_algebra,"[myatonic,, unbeneficently,, naphthalising,, kismet]",1
