,question,Subject,choices,answer_original_temperature:0
644,陈述 1 | 每一个 42 阶群都有一个 7 阶正规子群。陈述 2 | 每一个 42 阶群都有一个 8 阶正规子群。,abstract_algebra,"[综,, 衡,, 惮,, 助]",0
645,陈述 1 | 每一个 42 阶群都有一个 7 阶正规子群。陈述 2 | 每一个 42 阶群都有一个 8 阶正规子群。,abstract_algebra,"[综,, 衡,, 助,, 惮]",0
646,陈述 1 | 每一个 42 阶群都有一个 7 阶正规子群。陈述 2 | 每一个 42 阶群都有一个 8 阶正规子群。,abstract_algebra,"[综,, 助,, 惮,, 衡]",0
647,陈述 1 | 每一个 42 阶群都有一个 7 阶正规子群。陈述 2 | 每一个 42 阶群都有一个 8 阶正规子群。,abstract_algebra,"[综,, 助,, 衡,, 惮]",0
648,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[电,, 就,, 肾,, 陵]",1
649,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[电,, 就,, 陵,, 肾]",1
650,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[电,, 肾,, 就,, 陵]",2
651,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[电,, 肾,, 陵,, 就]",0
652,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[电,, 陵,, 就,, 肾]",0
653,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[电,, 陵,, 肾,, 就]",0
654,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[就,, 电,, 肾,, 陵]",0
655,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[就,, 电,, 陵,, 肾]",0
656,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[就,, 肾,, 电,, 陵]",0
657,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[就,, 肾,, 陵,, 电]",0
658,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[就,, 陵,, 电,, 肾]",0
659,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[就,, 陵,, 肾,, 电]",0
660,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[肾,, 电,, 就,, 陵]",2
661,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[肾,, 电,, 陵,, 就]",1
662,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[肾,, 就,, 电,, 陵]",1
663,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[肾,, 就,, 陵,, 电]",1
664,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[肾,, 陵,, 电,, 就]",1
665,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[肾,, 陵,, 就,, 电]",2
666,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[陵,, 电,, 就,, 肾]",0
667,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[陵,, 电,, 肾,, 就]",0
668,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[陵,, 就,, 电,, 肾]",1
669,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[陵,, 就,, 肾,, 电]",1
670,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[陵,, 肾,, 电,, 就]",0
671,确定 Z[x] 中的多项式是否满足 Q 上不可约的爱森斯坦准则。8x^3 + 6x^2 - 9x + 24,abstract_algebra,"[陵,, 肾,, 就,, 电]",2
672,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[抖,, 郴,, 答,, 基]",1
673,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[抖,, 郴,, 基,, 答]",1
674,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[抖,, 答,, 郴,, 基]",1
675,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[抖,, 答,, 基,, 郴]",1
676,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[抖,, 基,, 郴,, 答]",0
677,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[抖,, 基,, 答,, 郴]",1
678,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[郴,, 抖,, 答,, 基]",0
679,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[郴,, 抖,, 基,, 答]",0
680,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[郴,, 答,, 抖,, 基]",1
681,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[郴,, 答,, 基,, 抖]",1
682,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[郴,, 基,, 抖,, 答]",0
683,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[郴,, 基,, 答,, 抖]",0
684,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[答,, 抖,, 郴,, 基]",1
685,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[答,, 抖,, 基,, 郴]",1
686,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[答,, 郴,, 抖,, 基]",0
687,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[答,, 郴,, 基,, 抖]",1
688,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[答,, 基,, 抖,, 郴]",1
689,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[答,, 基,, 郴,, 抖]",1
690,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[基,, 抖,, 郴,, 答]",0
691,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[基,, 抖,, 答,, 郴]",0
692,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[基,, 郴,, 抖,, 答]",0
693,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[基,, 郴,, 答,, 抖]",1
694,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[基,, 答,, 抖,, 郴]",1
695,陈述 1 | 一个 6 元素的群的同态像可以有 12 个元素。陈述 2 | 某 6 个元素的群可以与某 12 个元素的群是同态的。,abstract_algebra,"[基,, 答,, 郴,, 抖]",1
696,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[拭,, 盏,, 专,, 韦]",0
697,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[拭,, 盏,, 韦,, 专]",0
698,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[拭,, 专,, 盏,, 韦]",1
699,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[拭,, 专,, 韦,, 盏]",1
700,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[拭,, 韦,, 盏,, 专]",1
701,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[拭,, 韦,, 专,, 盏]",1
702,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[盏,, 拭,, 专,, 韦]",2
703,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[盏,, 拭,, 韦,, 专]",2
704,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[盏,, 专,, 拭,, 韦]",1
705,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[盏,, 专,, 韦,, 拭]",1
706,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[盏,, 韦,, 拭,, 专]",1
707,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[盏,, 韦,, 专,, 拭]",1
708,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[专,, 拭,, 盏,, 韦]",0
709,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[专,, 拭,, 韦,, 盏]",0
710,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[专,, 盏,, 拭,, 韦]",0
711,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[专,, 盏,, 韦,, 拭]",0
712,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[专,, 韦,, 拭,, 盏]",0
713,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[专,, 韦,, 盏,, 拭]",0
714,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[韦,, 拭,, 盏,, 专]",0
715,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[韦,, 拭,, 专,, 盏]",0
716,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[韦,, 盏,, 拭,, 专]",0
717,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[韦,, 盏,, 专,, 拭]",0
718,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[韦,, 专,, 拭,, 盏]",0
719,陈述 1 | 循环群的同态像是循环群。陈述 2 | 阿贝尔群的同态像是阿贝尔群。,abstract_algebra,"[韦,, 专,, 盏,, 拭]",0
720,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[河,, 摸,, 苗,, 醚]",0
721,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[河,, 摸,, 醚,, 苗]",0
722,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[河,, 苗,, 摸,, 醚]",0
723,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[河,, 苗,, 醚,, 摸]",0
724,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[河,, 醚,, 摸,, 苗]",0
725,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[河,, 醚,, 苗,, 摸]",1
726,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[摸,, 河,, 苗,, 醚]",1
727,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[摸,, 河,, 醚,, 苗]",1
728,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[摸,, 苗,, 河,, 醚]",1
729,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[摸,, 苗,, 醚,, 河]",1
730,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[摸,, 醚,, 河,, 苗]",1
731,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[摸,, 醚,, 苗,, 河]",1
732,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[苗,, 河,, 摸,, 醚]",1
733,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[苗,, 河,, 醚,, 摸]",0
734,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[苗,, 摸,, 河,, 醚]",1
735,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[苗,, 摸,, 醚,, 河]",1
736,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[苗,, 醚,, 河,, 摸]",1
737,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[苗,, 醚,, 摸,, 河]",1
738,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[醚,, 河,, 摸,, 苗]",0
739,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[醚,, 河,, 苗,, 摸]",0
740,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[醚,, 摸,, 河,, 苗]",0
741,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[醚,, 摸,, 苗,, 河]",0
742,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[醚,, 苗,, 河,, 摸]",0
743,陈述 1 | 若 H 是群 G 的子群，且 a 属于 G，则 aH = Ha。陈述 2 | 若 H 是群 G 的正规子群，且 a 属于 G，则对于 H 中的所有 h，ah = ha。,abstract_algebra,"[醚,, 苗,, 摸,, 河]",0
744,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[酸,, 霍,, 任,, 孔]",1
745,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[酸,, 霍,, 孔,, 任]",1
746,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[酸,, 任,, 霍,, 孔]",2
747,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[酸,, 任,, 孔,, 霍]",1
748,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[酸,, 孔,, 霍,, 任]",2
749,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[酸,, 孔,, 任,, 霍]",3
750,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[霍,, 酸,, 任,, 孔]",0
751,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[霍,, 酸,, 孔,, 任]",0
752,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[霍,, 任,, 酸,, 孔]",0
753,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[霍,, 任,, 孔,, 酸]",0
754,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[霍,, 孔,, 酸,, 任]",0
755,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[霍,, 孔,, 任,, 酸]",0
756,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[任,, 酸,, 霍,, 孔]",2
757,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[任,, 酸,, 孔,, 霍]",0
758,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[任,, 霍,, 酸,, 孔]",1
759,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[任,, 霍,, 孔,, 酸]",1
760,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[任,, 孔,, 酸,, 霍]",0
761,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[任,, 孔,, 霍,, 酸]",2
762,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[孔,, 酸,, 霍,, 任]",2
763,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[孔,, 酸,, 任,, 霍]",0
764,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[孔,, 霍,, 酸,, 任]",1
765,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[孔,, 霍,, 任,, 酸]",1
766,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[孔,, 任,, 酸,, 霍]",0
767,"若 (G, .) 是一个群，且对于所有 G 中的 a 和 b，满足 (ab)^-1 = a^-1b^-1，则 G 是一个",abstract_algebra,"[孔,, 任,, 霍,, 酸]",2
768,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[拼,, 厨,, 饥,, 压]",0
769,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[拼,, 厨,, 压,, 饥]",0
770,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[拼,, 饥,, 厨,, 压]",0
771,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[拼,, 饥,, 压,, 厨]",0
772,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[拼,, 压,, 厨,, 饥]",0
773,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[拼,, 压,, 饥,, 厨]",0
774,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[厨,, 拼,, 饥,, 压]",1
775,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[厨,, 拼,, 压,, 饥]",1
776,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[厨,, 饥,, 拼,, 压]",0
777,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[厨,, 饥,, 压,, 拼]",0
778,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[厨,, 压,, 拼,, 饥]",0
779,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[厨,, 压,, 饥,, 拼]",0
780,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[饥,, 拼,, 厨,, 压]",0
781,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[饥,, 拼,, 压,, 厨]",0
782,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[饥,, 厨,, 拼,, 压]",0
783,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[饥,, 厨,, 压,, 拼]",0
784,陈述 1 | 在有限维向量空间中，每一个线性无关的向量集都包含在一组基中。陈述 2 | 若 B_1 和 B_2 是同一向量空间的基，则 |B_1| = |B_2|。,abstract_algebra,"[饥,, 压,, 拼,, 厨]",0
