question,subject,choices,answer_original_temperature:0.7,answer_fine-tuned_temperature:0.7
"Statement 1 | If a and b are elements of finite order in an Abelian group, then |ab| is the lcm (|a|,|b|). Statement 2 | If g is a group element and g^n = e, then |g| = n.",abstract_algebra,"[nontangentially,, mabinogion,, depressionary,, unclassableness]",0.0,0.0
"Statement 1 | If a and b are elements of finite order in an Abelian group, then |ab| is the lcm (|a|,|b|). Statement 2 | If g is a group element and g^n = e, then |g| = n.",abstract_algebra,"[nontangentially,, mabinogion,, unclassableness,, depressionary]",1.0,2.0
"Statement 1 | If a and b are elements of finite order in an Abelian group, then |ab| is the lcm (|a|,|b|). Statement 2 | If g is a group element and g^n = e, then |g| = n.",abstract_algebra,"[nontangentially,, unclassableness,, depressionary,, mabinogion]",0.0,0.0
"Statement 1 | If a and b are elements of finite order in an Abelian group, then |ab| is the lcm (|a|,|b|). Statement 2 | If g is a group element and g^n = e, then |g| = n.",abstract_algebra,"[nontangentially,, unclassableness,, mabinogion,, depressionary]",0.0,3.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[hemophilia,, barratrous,, uneffeminated,, antiportable]",0.0,3.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[hemophilia,, barratrous,, antiportable,, uneffeminated]",0.0,2.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[hemophilia,, uneffeminated,, barratrous,, antiportable]",0.0,2.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[hemophilia,, uneffeminated,, antiportable,, barratrous]",0.0,1.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[hemophilia,, antiportable,, barratrous,, uneffeminated]",1.0,2.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[hemophilia,, antiportable,, uneffeminated,, barratrous]",0.0,3.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[barratrous,, hemophilia,, uneffeminated,, antiportable]",0.0,2.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[barratrous,, hemophilia,, antiportable,, uneffeminated]",0.0,0.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[barratrous,, uneffeminated,, hemophilia,, antiportable]",1.0,2.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[barratrous,, uneffeminated,, antiportable,, hemophilia]",3.0,2.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[barratrous,, antiportable,, hemophilia,, uneffeminated]",0.0,0.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[barratrous,, antiportable,, uneffeminated,, hemophilia]",0.0,1.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[uneffeminated,, hemophilia,, barratrous,, antiportable]",0.0,2.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[uneffeminated,, hemophilia,, antiportable,, barratrous]",0.0,2.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[uneffeminated,, barratrous,, hemophilia,, antiportable]",3.0,2.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[uneffeminated,, barratrous,, antiportable,, hemophilia]",0.0,0.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[uneffeminated,, antiportable,, hemophilia,, barratrous]",0.0,2.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[uneffeminated,, antiportable,, barratrous,, hemophilia]",0.0,2.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[antiportable,, hemophilia,, barratrous,, uneffeminated]",0.0,1.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[antiportable,, hemophilia,, uneffeminated,, barratrous]",0.0,0.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[antiportable,, barratrous,, hemophilia,, uneffeminated]",0.0,3.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[antiportable,, barratrous,, uneffeminated,, hemophilia]",0.0,1.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[antiportable,, uneffeminated,, hemophilia,, barratrous]",0.0,2.0
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,"[antiportable,, uneffeminated,, barratrous,, hemophilia]",2.0,1.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[cudgerie,, shasliks,, isocorybulbin,, arborization]",1.0,1.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[cudgerie,, shasliks,, arborization,, isocorybulbin]",2.0,1.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[cudgerie,, isocorybulbin,, shasliks,, arborization]",2.0,1.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[cudgerie,, isocorybulbin,, arborization,, shasliks]",0.0,1.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[cudgerie,, arborization,, shasliks,, isocorybulbin]",2.0,1.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[cudgerie,, arborization,, isocorybulbin,, shasliks]",0.0,3.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[shasliks,, cudgerie,, isocorybulbin,, arborization]",2.0,2.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[shasliks,, cudgerie,, arborization,, isocorybulbin]",0.0,3.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[shasliks,, isocorybulbin,, cudgerie,, arborization]",2.0,1.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[shasliks,, isocorybulbin,, arborization,, cudgerie]",0.0,2.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[shasliks,, arborization,, cudgerie,, isocorybulbin]",2.0,1.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[shasliks,, arborization,, isocorybulbin,, cudgerie]",0.0,1.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[isocorybulbin,, cudgerie,, shasliks,, arborization]",0.0,0.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[isocorybulbin,, cudgerie,, arborization,, shasliks]",0.0,2.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[isocorybulbin,, shasliks,, cudgerie,, arborization]",2.0,1.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[isocorybulbin,, shasliks,, arborization,, cudgerie]",2.0,1.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[isocorybulbin,, arborization,, cudgerie,, shasliks]",0.0,0.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[isocorybulbin,, arborization,, shasliks,, cudgerie]",0.0,2.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[arborization,, cudgerie,, shasliks,, isocorybulbin]",0.0,2.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[arborization,, cudgerie,, isocorybulbin,, shasliks]",3.0,1.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[arborization,, shasliks,, cudgerie,, isocorybulbin]",0.0,1.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[arborization,, shasliks,, isocorybulbin,, cudgerie]",1.0,2.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[arborization,, isocorybulbin,, cudgerie,, shasliks]",0.0,2.0
Find the maximum possible order for an element of S_n for n = 7.,abstract_algebra,"[arborization,, isocorybulbin,, shasliks,, cudgerie]",0.0,2.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, overappreciative,, quinquagenary,, guajiras]",0.0,1.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, overappreciative,, guajiras,, quinquagenary]",1.0,0.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, quinquagenary,, overappreciative,, guajiras]",1.0,1.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, quinquagenary,, guajiras,, overappreciative]",3.0,0.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, guajiras,, overappreciative,, quinquagenary]",0.0,0.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[pseudotracheal,, guajiras,, quinquagenary,, overappreciative]",0.0,3.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, pseudotracheal,, quinquagenary,, guajiras]",0.0,0.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, pseudotracheal,, guajiras,, quinquagenary]",0.0,1.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, quinquagenary,, pseudotracheal,, guajiras]",0.0,0.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, quinquagenary,, guajiras,, pseudotracheal]",0.0,1.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, guajiras,, pseudotracheal,, quinquagenary]",0.0,2.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[overappreciative,, guajiras,, quinquagenary,, pseudotracheal]",1.0,1.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, pseudotracheal,, overappreciative,, guajiras]",1.0,1.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, pseudotracheal,, guajiras,, overappreciative]",3.0,1.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, overappreciative,, pseudotracheal,, guajiras]",1.0,2.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, overappreciative,, guajiras,, pseudotracheal]",0.0,2.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, guajiras,, pseudotracheal,, overappreciative]",0.0,2.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[quinquagenary,, guajiras,, overappreciative,, pseudotracheal]",0.0,2.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, pseudotracheal,, overappreciative,, quinquagenary]",0.0,2.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, pseudotracheal,, quinquagenary,, overappreciative]",0.0,1.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, overappreciative,, pseudotracheal,, quinquagenary]",0.0,2.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, overappreciative,, quinquagenary,, pseudotracheal]",0.0,1.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, quinquagenary,, pseudotracheal,, overappreciative]",0.0,2.0
Statement 1 | Every integral domain has a field of quotients. Statement 2 | A polynomial of degree n over a ring can have at most n zeros counting multiplicity.,abstract_algebra,"[guajiras,, quinquagenary,, overappreciative,, pseudotracheal]",0.0,2.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, semisentimental,, nongerundial,, occipitoaxial]",0.0,3.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, semisentimental,, occipitoaxial,, nongerundial]",0.0,2.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, nongerundial,, semisentimental,, occipitoaxial]",1.0,3.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, nongerundial,, occipitoaxial,, semisentimental]",1.0,1.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, occipitoaxial,, semisentimental,, nongerundial]",0.0,2.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[redressal,, occipitoaxial,, nongerundial,, semisentimental]",0.0,1.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, redressal,, nongerundial,, occipitoaxial]",0.0,2.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, redressal,, occipitoaxial,, nongerundial]",1.0,1.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, nongerundial,, redressal,, occipitoaxial]",0.0,1.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, nongerundial,, occipitoaxial,, redressal]",0.0,2.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, occipitoaxial,, redressal,, nongerundial]",0.0,1.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[semisentimental,, occipitoaxial,, nongerundial,, redressal]",0.0,1.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, redressal,, semisentimental,, occipitoaxial]",0.0,2.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, redressal,, occipitoaxial,, semisentimental]",0.0,1.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, semisentimental,, redressal,, occipitoaxial]",2.0,2.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, semisentimental,, occipitoaxial,, redressal]",0.0,2.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, occipitoaxial,, redressal,, semisentimental]",0.0,1.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[nongerundial,, occipitoaxial,, semisentimental,, redressal]",3.0,2.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, redressal,, semisentimental,, nongerundial]",2.0,3.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, redressal,, nongerundial,, semisentimental]",0.0,0.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, semisentimental,, redressal,, nongerundial]",0.0,1.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, semisentimental,, nongerundial,, redressal]",2.0,2.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, nongerundial,, redressal,, semisentimental]",1.0,2.0
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,"[occipitoaxial,, nongerundial,, semisentimental,, redressal]",0.0,1.0
