question,answer,Subject,choices,answer_original_temperature:0
Enunciado 1 | La imagen de un grupo de 6 elementos bajo un homomorfismo puede tener 12 elementos. Enunciado 2 | Existe un homomorfismo de algún grupo de 6 elementos en algún grupo de 12 elementos.,D,abstract_algebra,"[presidamos,, evocaríamos,, frecuentáis,, rierais]",0
Enunciado 1 | La imagen de un grupo de 6 elementos bajo un homomorfismo puede tener 12 elementos. Enunciado 2 | Existe un homomorfismo de algún grupo de 6 elementos en algún grupo de 12 elementos.,D,abstract_algebra,"[presidamos,, frecuentáis,, rierais,, evocaríamos]",0
Enunciado 1 | La imagen de un grupo de 6 elementos bajo un homomorfismo puede tener 12 elementos. Enunciado 2 | Existe un homomorfismo de algún grupo de 6 elementos en algún grupo de 12 elementos.,D,abstract_algebra,"[presidamos,, frecuentáis,, evocaríamos,, rierais]",0
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[arnacho,, contrapuntarías,, descacharrada,, juntura]",1
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[arnacho,, contrapuntarías,, juntura,, descacharrada]",1
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[arnacho,, descacharrada,, contrapuntarías,, juntura]",2
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[arnacho,, descacharrada,, juntura,, contrapuntarías]",0
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[arnacho,, juntura,, contrapuntarías,, descacharrada]",2
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[arnacho,, juntura,, descacharrada,, contrapuntarías]",0
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[contrapuntarías,, arnacho,, descacharrada,, juntura]",0
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[contrapuntarías,, arnacho,, juntura,, descacharrada]",0
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[contrapuntarías,, descacharrada,, arnacho,, juntura]",0
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[contrapuntarías,, descacharrada,, juntura,, arnacho]",0
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[contrapuntarías,, juntura,, arnacho,, descacharrada]",0
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[contrapuntarías,, juntura,, descacharrada,, arnacho]",0
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[descacharrada,, arnacho,, contrapuntarías,, juntura]",2
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[descacharrada,, arnacho,, juntura,, contrapuntarías]",0
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[descacharrada,, contrapuntarías,, arnacho,, juntura]",1
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[descacharrada,, contrapuntarías,, juntura,, arnacho]",1
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[descacharrada,, juntura,, arnacho,, contrapuntarías]",3
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[descacharrada,, juntura,, contrapuntarías,, arnacho]",0
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[juntura,, arnacho,, contrapuntarías,, descacharrada]",2
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[juntura,, arnacho,, descacharrada,, contrapuntarías]",0
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[juntura,, contrapuntarías,, arnacho,, descacharrada]",1
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[juntura,, contrapuntarías,, descacharrada,, arnacho]",1
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[juntura,, descacharrada,, arnacho,, contrapuntarías]",3
Enunciado 1 | La imagen homomórfica de un grupo cíclico es cíclica. Enunciado 2 | La imagen homomórfica de un grupo abeliano es abeliana.,A,abstract_algebra,"[juntura,, descacharrada,, contrapuntarías,, arnacho]",2
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[frailuno,, pulverizar,, paniaguada,, raboteareis]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[frailuno,, pulverizar,, raboteareis,, paniaguada]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[frailuno,, paniaguada,, pulverizar,, raboteareis]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[frailuno,, paniaguada,, raboteareis,, pulverizar]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[frailuno,, raboteareis,, pulverizar,, paniaguada]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[frailuno,, raboteareis,, paniaguada,, pulverizar]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[pulverizar,, frailuno,, paniaguada,, raboteareis]",1
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[pulverizar,, frailuno,, raboteareis,, paniaguada]",2
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[pulverizar,, paniaguada,, frailuno,, raboteareis]",2
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[pulverizar,, paniaguada,, raboteareis,, frailuno]",1
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[pulverizar,, raboteareis,, frailuno,, paniaguada]",2
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[pulverizar,, raboteareis,, paniaguada,, frailuno]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[paniaguada,, frailuno,, pulverizar,, raboteareis]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[paniaguada,, frailuno,, raboteareis,, pulverizar]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[paniaguada,, pulverizar,, frailuno,, raboteareis]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[paniaguada,, pulverizar,, raboteareis,, frailuno]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[paniaguada,, raboteareis,, frailuno,, pulverizar]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[paniaguada,, raboteareis,, pulverizar,, frailuno]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[raboteareis,, frailuno,, pulverizar,, paniaguada]",1
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[raboteareis,, frailuno,, paniaguada,, pulverizar]",1
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[raboteareis,, pulverizar,, frailuno,, paniaguada]",2
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[raboteareis,, pulverizar,, paniaguada,, frailuno]",0
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[raboteareis,, paniaguada,, frailuno,, pulverizar]",2
"Enunciado 1 | Si H es un subgrupo de un grupo G y a pertenece a G, entonces aH = Ha. Enunciado 2 | Si H es normal de G y a pertenece a G, entonces ah = ha para todo h en H.",B,abstract_algebra,"[raboteareis,, paniaguada,, pulverizar,, frailuno]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[rebumbamos,, barbeamos,, escintiló,, ensobráis]",2
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[rebumbamos,, barbeamos,, ensobráis,, escintiló]",2
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[rebumbamos,, escintiló,, barbeamos,, ensobráis]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[rebumbamos,, escintiló,, ensobráis,, barbeamos]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[rebumbamos,, ensobráis,, barbeamos,, escintiló]",3
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[rebumbamos,, ensobráis,, escintiló,, barbeamos]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[barbeamos,, rebumbamos,, escintiló,, ensobráis]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[barbeamos,, rebumbamos,, ensobráis,, escintiló]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[barbeamos,, escintiló,, rebumbamos,, ensobráis]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[barbeamos,, escintiló,, ensobráis,, rebumbamos]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[barbeamos,, ensobráis,, rebumbamos,, escintiló]",3
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[barbeamos,, ensobráis,, escintiló,, rebumbamos]",2
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[escintiló,, rebumbamos,, barbeamos,, ensobráis]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[escintiló,, rebumbamos,, ensobráis,, barbeamos]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[escintiló,, barbeamos,, rebumbamos,, ensobráis]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[escintiló,, barbeamos,, ensobráis,, rebumbamos]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[escintiló,, ensobráis,, rebumbamos,, barbeamos]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[escintiló,, ensobráis,, barbeamos,, rebumbamos]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[ensobráis,, rebumbamos,, barbeamos,, escintiló]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[ensobráis,, rebumbamos,, escintiló,, barbeamos]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[ensobráis,, barbeamos,, rebumbamos,, escintiló]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[ensobráis,, barbeamos,, escintiló,, rebumbamos]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[ensobráis,, escintiló,, rebumbamos,, barbeamos]",0
"Si (G, .) es un grupo tal que (ab)^-1 = a^-1b^-1, para todo a, b en G, entonces G es",B,abstract_algebra,"[ensobráis,, escintiló,, barbeamos,, rebumbamos]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[rampamos,, contagiáis,, desmultiplicasen,, estruma]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[rampamos,, contagiáis,, estruma,, desmultiplicasen]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[rampamos,, desmultiplicasen,, contagiáis,, estruma]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[rampamos,, desmultiplicasen,, estruma,, contagiáis]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[rampamos,, estruma,, contagiáis,, desmultiplicasen]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[rampamos,, estruma,, desmultiplicasen,, contagiáis]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[contagiáis,, rampamos,, desmultiplicasen,, estruma]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[contagiáis,, rampamos,, estruma,, desmultiplicasen]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[contagiáis,, desmultiplicasen,, rampamos,, estruma]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[contagiáis,, desmultiplicasen,, estruma,, rampamos]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[contagiáis,, estruma,, rampamos,, desmultiplicasen]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[contagiáis,, estruma,, desmultiplicasen,, rampamos]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[desmultiplicasen,, rampamos,, contagiáis,, estruma]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[desmultiplicasen,, rampamos,, estruma,, contagiáis]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[desmultiplicasen,, contagiáis,, rampamos,, estruma]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[desmultiplicasen,, contagiáis,, estruma,, rampamos]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[desmultiplicasen,, estruma,, rampamos,, contagiáis]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[desmultiplicasen,, estruma,, contagiáis,, rampamos]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[estruma,, rampamos,, contagiáis,, desmultiplicasen]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[estruma,, rampamos,, desmultiplicasen,, contagiáis]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[estruma,, contagiáis,, rampamos,, desmultiplicasen]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[estruma,, contagiáis,, desmultiplicasen,, rampamos]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[estruma,, desmultiplicasen,, rampamos,, contagiáis]",0
"Enunciado 1 | En un espacio vectorial de dimensión finita, todo conjunto de vectores linealmente independientes está contenido en una base. Enunciado 2 | Si B_1 y B_2 son bases para el mismo espacio vectorial, entonces |B_1| = |B_2|.",A,abstract_algebra,"[estruma,, desmultiplicasen,, contagiáis,, rampamos]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[vestuarista,, arrogaron,, diñareis,, asacando]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[vestuarista,, arrogaron,, asacando,, diñareis]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[vestuarista,, diñareis,, arrogaron,, asacando]",3
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[vestuarista,, diñareis,, asacando,, arrogaron]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[vestuarista,, asacando,, arrogaron,, diñareis]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[vestuarista,, asacando,, diñareis,, arrogaron]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[arrogaron,, vestuarista,, diñareis,, asacando]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[arrogaron,, vestuarista,, asacando,, diñareis]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[arrogaron,, diñareis,, vestuarista,, asacando]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[arrogaron,, diñareis,, asacando,, vestuarista]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[arrogaron,, asacando,, vestuarista,, diñareis]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[arrogaron,, asacando,, diñareis,, vestuarista]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[diñareis,, vestuarista,, arrogaron,, asacando]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[diñareis,, vestuarista,, asacando,, arrogaron]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[diñareis,, arrogaron,, vestuarista,, asacando]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[diñareis,, arrogaron,, asacando,, vestuarista]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[diñareis,, asacando,, vestuarista,, arrogaron]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[diñareis,, asacando,, arrogaron,, vestuarista]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[asacando,, vestuarista,, arrogaron,, diñareis]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[asacando,, vestuarista,, diñareis,, arrogaron]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[asacando,, arrogaron,, vestuarista,, diñareis]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[asacando,, arrogaron,, diñareis,, vestuarista]",0
"Se sabe que un grupo (G, 0) es abeliano. Entonces, ¿cuál de las siguientes afirmaciones es VERDADERA para G?",C,abstract_algebra,"[asacando,, diñareis,, vestuarista,, arrogaron]",0
